	J	r_X	sigma_Lambda_over_Lambda	Tmax_over_tau_E	sigma_t	tau_rp	g_E	g_I	beta	K	ell
3181	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
3182	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
3183	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
3184	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
3185	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
3186	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
3187	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
3188	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
3189	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
3190	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
3191	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
3192	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
3193	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
3194	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
3195	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
3196	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
3197	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
3198	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
3199	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
3200	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
3201	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
3202	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
3203	0.0005994842503189409	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
3204	0.001	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
3205	0.001	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
3206	0.001	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
3207	0.001	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
3208	0.001	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
3209	0.001	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
3210	0.001	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
3211	0.001	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
3212	0.001	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
3213	0.001	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
3214	0.001	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
3215	0.001	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
3216	0.001	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
3217	0.001	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
3218	0.001	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
3219	0.001	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
3220	0.001	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
3221	0.001	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
3222	0.001	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
3223	0.001	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
3224	0.001	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
3225	0.001	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
3226	0.001	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
3227	0.001	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
3228	0.001	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
3229	0.001	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
3230	0.001	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
3231	0.001	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
3232	0.001	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
3233	0.001	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
3234	0.001	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
3235	0.001	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
3236	0.001	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
3237	0.001	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
3238	0.001	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
3239	0.001	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
3240	1e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
3241	1e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
3242	1e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
3243	1e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
3244	1e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
3245	1e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
3246	1e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
3247	1e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
3248	1e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
3249	1e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
3250	1e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
3251	1e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
3252	1e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
3253	1e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
3254	1e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
3255	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
3256	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
3257	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
3258	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
3259	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
3260	1e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
3261	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
3262	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
3263	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
3264	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
3265	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
3266	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
3267	1e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
3268	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
3269	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
3270	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
3271	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
3272	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
3273	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
3274	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
3275	1e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
3276	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
3277	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
3278	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
3279	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
3280	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
3281	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
3282	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
3283	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
3284	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
3285	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
3286	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
3287	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
3288	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
3289	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
3290	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
3291	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
3292	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
3293	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
3294	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
3295	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
3296	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
3297	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
3298	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
3299	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
3300	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
3301	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
3302	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
3303	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
3304	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
3305	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
3306	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
3307	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
3308	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
3309	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
3310	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
3311	1.6681005372000593e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
3312	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
3313	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
3314	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
3315	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
3316	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
3317	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
3318	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
3319	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
3320	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
3321	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
3322	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
3323	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
3324	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
3325	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
3326	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
3327	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
3328	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
3329	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
3330	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
3331	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
3332	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
3333	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
3334	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
3335	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
3336	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
3337	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
3338	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
3339	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
3340	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
3341	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
3342	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
3343	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
3344	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
3345	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
3346	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
3347	2.782559402207126e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
3348	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
3349	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
3350	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
3351	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
3352	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
3353	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
3354	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
3355	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
3356	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
3357	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
3358	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
3359	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
3360	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
3361	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
3362	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
3363	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
3364	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
3365	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
3366	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
3367	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
3368	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
3369	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
3370	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
3371	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
3372	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
3373	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
3374	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
3375	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
3376	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
3377	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
3378	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
3379	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
3380	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
3381	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
3382	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
3383	4.641588833612782e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
3384	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
3385	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
3386	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
3387	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
3388	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
3389	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
3390	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
3391	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
3392	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
3393	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
3394	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
3395	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
3396	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
3397	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
3398	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
3399	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
3400	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
3401	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
3402	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
3403	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
3404	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
3405	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
3406	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
3407	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
3408	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
3409	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
3410	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
3411	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
3412	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	2.0	1.0	500.0	20.0
3413	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	3.0	1.0	500.0	20.0
3414	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	4.0	1.0	500.0	20.0
3415	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	5.0	1.0	500.0	20.0
3416	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	6.0	1.0	500.0	20.0
3417	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	7.0	1.0	500.0	20.0
3418	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	8.0	1.0	500.0	20.0
3419	7.742636826811278e-05	10.0	1.0	200.0	0.01	0.002	10.0	9.0	1.0	500.0	20.0
3420	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	3.0	2.0	1.0	500.0	20.0
3421	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	4.0	2.0	1.0	500.0	20.0
3422	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	4.0	3.0	1.0	500.0	20.0
3423	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	5.0	2.0	1.0	500.0	20.0
3424	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	5.0	3.0	1.0	500.0	20.0
3425	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	5.0	4.0	1.0	500.0	20.0
3426	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	6.0	2.0	1.0	500.0	20.0
3427	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	6.0	3.0	1.0	500.0	20.0
3428	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	6.0	4.0	1.0	500.0	20.0
3429	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	6.0	5.0	1.0	500.0	20.0
3430	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	7.0	2.0	1.0	500.0	20.0
3431	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	7.0	3.0	1.0	500.0	20.0
3432	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	7.0	4.0	1.0	500.0	20.0
3433	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	7.0	5.0	1.0	500.0	20.0
3434	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	7.0	6.0	1.0	500.0	20.0
3435	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	2.0	1.0	500.0	20.0
3436	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	3.0	1.0	500.0	20.0
3437	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	4.0	1.0	500.0	20.0
3438	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	5.0	1.0	500.0	20.0
3439	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	6.0	1.0	500.0	20.0
3440	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	8.0	7.0	1.0	500.0	20.0
3441	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	2.0	1.0	500.0	20.0
3442	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	3.0	1.0	500.0	20.0
3443	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	4.0	1.0	500.0	20.0
3444	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	5.0	1.0	500.0	20.0
3445	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	6.0	1.0	500.0	20.0
3446	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	7.0	1.0	500.0	20.0
3447	0.0001291549665014884	10.0	1.0	200.0	0.01	0.002	9.0	8.0	1.0	500.0	20.0
